Points:0	Points:1	abs_DELTA_V0	DELTA_V0
3.54707	2.79367	0.00012944299999999997	-0.00012944299999999997
3.45636	2.79428	0.00013720399999999998	-0.00013720399999999998
3.36566	2.79496	0.000144174	-0.000144174
3.27497	2.79572	0.00015035599999999998	-0.00015035599999999998
3.18429	2.79655	0.000155646	-0.000155646
3.09364	2.79745	0.000159857	-0.000159857
3.00299	2.79844	0.00016293	-0.00016293
2.91237	2.7995	0.000164883	-0.000164883
2.82176	2.80066	0.00016577100000000002	-0.00016577100000000002
2.73117	2.8019	0.000165637	-0.000165637
2.64059	2.80323	0.000164418	-0.000164418
2.55004	2.80466	0.00016215200000000002	-0.00016215200000000002
2.4595	2.80618	0.00015894600000000003	-0.00015894600000000003
2.36899	2.8078	0.00015489800000000002	-0.00015489800000000002
2.27849	2.80951	0.000150084	-0.000150084
2.18802	2.81132	0.000144563	-0.000144563
2.09756	2.81323	0.00013842799999999998	-0.00013842799999999998
2.00712	2.81522	0.00013171	-0.00013171
1.91669	2.81731	0.00012450400000000003	-0.00012450400000000003
1.82626	2.81949	0.000116953	-0.000116953
1.73575	2.82175	0.000109099	-0.000109099
1.64509	2.82409	0.00010109850000000001	-0.00010109850000000001
1.55422	2.82651	9.315429999999999e-05	-9.315429999999999e-05
1.46311	2.829	8.532359999999998e-05	-8.532359999999998e-05
1.37173	2.83155	7.75518e-05	-7.75518e-05
1.28012	2.83414	6.98377e-05	-6.98377e-05
1.18837	2.83678	6.224810000000001e-05	-6.224810000000001e-05
1.09655	2.83944	5.4872300000000007e-05	-5.4872300000000007e-05
1.00475	2.8421	4.7783170000000005e-05	-4.7783170000000005e-05
0.912952	2.84476	4.0991e-05	-4.0991e-05
0.821129	2.84739	3.445456e-05	-3.445456e-05
0.729238	2.84998	2.8147000000000003e-05	-2.8147000000000003e-05
0.637262	2.85251	2.2043399999999993e-05	-2.2043399999999993e-05
0.545354	2.85492	1.6120099999999995e-05	-1.6120099999999995e-05
0.453718	2.85718	1.0453400000000004e-05	-1.0453400000000004e-05
0.362534	2.85921	4.903000000000004e-06	-4.903000000000004e-06
0.271888	2.86096	5.200000000000018e-07	5.200000000000018e-07
0.18147	2.86231	5.905999999999994e-06	5.905999999999994e-06
0.0909091	2.86311	1.1519999999999998e-05	1.1519999999999998e-05
0.0	2.86311	1.4376e-05	1.4376e-05
9.0	2.85204	2.5514000000000027e-05	2.5514000000000027e-05
8.90909	2.85204	2.8146000000000025e-05	2.8146000000000025e-05
8.81855	2.85119	3.4473000000000034e-05	3.4473000000000034e-05
8.72818	2.84976	4.139399999999999e-05	4.139399999999999e-05
8.63762	2.84792	4.835499999999998e-05	4.835499999999998e-05
8.5465	2.84575	5.5767999999999985e-05	5.5767999999999985e-05
8.45486	2.84335	6.3023e-05	6.3023e-05
8.36291	2.84078	7.020999999999997e-05	7.020999999999997e-05
8.27086	2.8381	7.724799999999998e-05	7.724799999999998e-05
8.17888	2.83534	8.3974e-05	8.3974e-05
8.08698	2.83253	9.0381e-05	9.0381e-05
7.99512	2.82969	9.645500000000001e-05	9.645500000000001e-05
7.90325	2.82684	0.00010208499999999997	0.00010208499999999997
7.81136	2.824	0.00010710900000000003	0.00010710900000000003
7.71953	2.82119	0.00011159499999999998	0.00011159499999999998
7.62785	2.81841	0.00011561000000000004	0.00011561000000000004
7.5364	2.81568	0.00011912699999999996	0.00011912699999999996
7.44523	2.81302	0.000122018	0.000122018
7.35433	2.81044	0.000124249	0.000124249
7.26365	2.80794	0.000125874	0.000125874
7.17315	2.80552	0.00012683800000000002	0.00012683800000000002
7.08274	2.80319	0.00012718100000000003	0.00012718100000000003
6.99235	2.80095	0.000127029	0.000127029
6.90195	2.79881	0.00012641600000000002	0.00012641600000000002
6.81152	2.79677	0.00012536299999999997	0.00012536299999999997
6.72107	2.79483	0.00012389699999999998	0.00012389699999999998
6.63061	2.79299	0.00012200999999999999	0.00012200999999999999
6.54012	2.79125	0.0001197194	0.0001197194
6.44961	2.78962	0.0001170822	0.0001170822
6.35909	2.78808	0.00011413040000000001	0.00011413040000000001
6.26854	2.78665	0.00011078740000000001	0.00011078740000000001
6.17797	2.78531	0.00010704498	0.00010704498
6.08738	2.78407	0.0001030161	0.0001030161
5.99678	2.78292	9.87176e-05	9.87176e-05
5.90615	2.78186	9.41311e-05	9.41311e-05
5.81551	2.78088	8.9236086e-05	8.9236086e-05
5.72486	2.77999	8.393650000000001e-05	8.393650000000001e-05
5.63419	2.77918	7.822150000000002e-05	7.822150000000002e-05
5.5435	2.77844	7.21208e-05	7.21208e-05
5.4528	2.77778	6.562430000000001e-05	6.562430000000001e-05
5.36209	2.77719	5.877699999999998e-05	5.877699999999998e-05
5.27138	2.77666	5.1586000000000004e-05	5.1586000000000004e-05
5.18065	2.7762	4.3932e-05	4.3932e-05
5.08991	2.7758	3.5724e-05	3.5724e-05
4.99917	2.77547	2.6991e-05	2.6991e-05
4.90842	2.77519	1.7840999999999994e-05	1.7840999999999994e-05
4.81766	2.77497	8.379999999999998e-06	8.379999999999998e-06
4.7269	2.7748	1.4070000000000358e-06	-1.4070000000000358e-06
4.63614	2.77469	1.1586000000000007e-05	-1.1586000000000007e-05
4.54538	2.77463	2.221199999999997e-05	-2.221199999999997e-05
4.45461	2.77463	3.328599999999999e-05	-3.328599999999999e-05
4.36385	2.77468	4.4645000000000004e-05	-4.4645000000000004e-05
4.27309	2.77479	5.6044999999999956e-05	-5.6044999999999956e-05
4.18233	2.77495	6.735699999999999e-05	-6.735699999999999e-05
4.09157	2.77516	7.851400000000001e-05	-7.851400000000001e-05
4.00082	2.77544	8.945300000000003e-05	-8.945300000000003e-05
3.91008	2.77577	0.00010014099999999999	-0.00010014099999999999
3.81934	2.77616	0.00011045	-0.00011045
3.72861	2.77662	0.00012026799999999998	-0.00012026799999999998
3.63789	2.77714	0.00012953600000000003	-0.00012953600000000003
3.54718	2.77772	0.000138104	-0.000138104
3.45648	2.77838	0.000145837	-0.000145837
3.3658	2.77911	0.00015272699999999996	-0.00015272699999999996
3.27513	2.77992	0.00015880100000000003	-0.00015880100000000003
3.18447	2.7808	0.000163968	-0.000163968
3.09383	2.78177	0.00016804500000000002	-0.00016804500000000002
3.0032	2.78282	0.00017096899999999998	-0.00017096899999999998
2.9126	2.78396	0.00017270900000000003	-0.00017270900000000003
2.82201	2.7852	0.000173298	-0.000173298
2.73144	2.78653	0.000172812	-0.000172812
2.64089	2.78795	0.00017125400000000002	-0.00017125400000000002
2.55036	2.78948	0.00016864900000000002	-0.00016864900000000002
2.45985	2.79111	0.000165047	-0.000165047
2.36937	2.79284	0.000160597	-0.000160597
2.2789	2.79467	0.000155416	-0.000155416
2.18845	2.79661	0.00014950300000000002	-0.00014950300000000002
2.09803	2.79864	0.00014291299999999996	-0.00014291299999999996
2.00762	2.80078	0.00013576499999999999	-0.00013576499999999999
1.91723	2.80301	0.000128128	-0.000128128
1.82683	2.80534	0.00012012000000000001	-0.00012012000000000001
1.73635	2.80776	0.00011184299999999999	-0.00011184299999999999
1.6457	2.81026	0.00010337199999999999	-0.00010337199999999999
1.55484	2.81285	9.49339e-05	-9.49339e-05
1.46371	2.81552	8.667590000000001e-05	-8.667590000000001e-05
1.3723	2.81825	7.849650000000001e-05	-7.849650000000001e-05
1.28064	2.82103	7.03664e-05	-7.03664e-05
1.18883	2.82385	6.237579999999999e-05	-6.237579999999999e-05
1.09695	2.8267	5.457499999999999e-05	-5.457499999999999e-05
1.00508	2.82955	4.705259e-05	-4.705259e-05
0.913226	2.8324	3.9863199999999995e-05	-3.9863199999999995e-05
0.821337	2.83522	3.2967317000000005e-05	-3.2967317000000005e-05
0.729377	2.83799	2.63291e-05	-2.63291e-05
0.637326	2.84069	1.98809e-05	-1.98809e-05
0.545348	2.84328	1.3601199999999994e-05	-1.3601199999999994e-05
0.453662	2.8457	7.588000000000009e-06	-7.588000000000009e-06
0.362459	2.84787	1.715999999999995e-06	-1.715999999999995e-06
0.27183	2.84975	4.021000000000021e-06	4.021000000000021e-06
0.181446	2.85119	9.704e-06	9.704e-06
0.0909091	2.85204	1.5592999999999998e-05	1.5592999999999998e-05
0.0	2.85204	1.8585999999999988e-05	1.8585999999999988e-05
9.0	2.84057	3.0415e-05	3.0415e-05
8.90909	2.84057	3.3167000000000016e-05	3.3167000000000016e-05
8.81858	2.83966	3.981500000000001e-05	3.981500000000001e-05
8.72824	2.83814	4.7132999999999984e-05	4.7132999999999984e-05
8.6377	2.83617	5.4469999999999985e-05	5.4469999999999985e-05
8.54657	2.83385	6.225300000000002e-05	6.225300000000002e-05
8.45488	2.83129	6.990799999999998e-05	6.990799999999998e-05
8.36286	2.82854	7.748299999999999e-05	7.748299999999999e-05
8.27073	2.82567	8.4893e-05	8.4893e-05
8.17868	2.82272	9.199399999999997e-05	9.199399999999997e-05
8.08671	2.81972	9.869700000000002e-05	9.869700000000002e-05
7.99478	2.81669	0.00010499899999999999	0.00010499899999999999
7.90285	2.81365	0.000110873	0.000110873
7.8109	2.81061	0.00011606400000000003	0.00011606400000000003
7.719	2.8076	0.000120579	0.000120579
7.62727	2.80463	0.000124577	0.000124577
7.53578	2.80172	0.00012803200000000004	0.00012803200000000004
7.44459	2.79888	0.00013078999999999999	0.00013078999999999999
7.35369	2.79612	0.00013283799999999998	0.00013283799999999998
7.26304	2.79344	0.000134216	0.000134216
7.17256	2.79086	0.00013486	0.00013486
7.08219	2.78838	0.00013482900000000002	0.00013482900000000002
6.99183	2.78599	0.00013422800000000002	0.00013422800000000002
6.90146	2.7837	0.000133126	0.000133126
6.81107	2.78152	0.000131572	0.000131572
6.72065	2.77945	0.000129548	0.000129548
6.63022	2.77749	0.000127086	0.000127086
6.53976	2.77563	0.0001242587	0.0001242587
6.44928	2.77389	0.00012108730000000002	0.00012108730000000002
6.35878	2.77225	0.00011751780000000001	0.00011751780000000001
6.26825	2.77072	0.00011351630000000001	0.00011351630000000001
6.17771	2.76929	0.0001091719	0.0001091719
6.08714	2.76797	0.00010455370000000001	0.00010455370000000001
5.99656	2.76674	9.96576e-05	9.96576e-05
5.90595	2.76561	9.44876e-05	9.44876e-05
5.81533	2.76457	8.899146000000001e-05	8.899146000000001e-05
5.72469	2.76361	8.307519999999999e-05	8.307519999999999e-05
5.63404	2.76275	7.673389999999998e-05	7.673389999999998e-05
5.54337	2.76196	7.000370000000001e-05	7.000370000000001e-05
5.45269	2.76125	6.2907e-05	6.2907e-05
5.36199	2.76062	5.550999999999999e-05	5.550999999999999e-05
5.27128	2.76006	4.7792000000000006e-05	4.7792000000000006e-05
5.18057	2.75957	3.9616999999999983e-05	3.9616999999999983e-05
5.08984	2.75914	3.094999999999999e-05	3.094999999999999e-05
4.99911	2.75878	2.1822999999999998e-05	2.1822999999999998e-05
4.90837	2.75849	1.2303000000000021e-05	1.2303000000000021e-05
4.81763	2.75825	2.4499999999999782e-06	2.4499999999999782e-06
4.72688	2.75807	7.714000000000028e-06	-7.714000000000028e-06
4.63612	2.75796	1.822299999999999e-05	-1.822299999999999e-05
4.54537	2.75789	2.9195000000000035e-05	-2.9195000000000035e-05
4.45462	2.75789	4.058699999999997e-05	-4.058699999999997e-05
4.36386	2.75795	5.2174999999999954e-05	-5.2174999999999954e-05
4.27311	2.75806	6.373700000000002e-05	-6.373700000000002e-05
4.18236	2.75823	7.518299999999999e-05	-7.518299999999999e-05
4.09162	2.75846	8.6487e-05	-8.6487e-05
4.00088	2.75875	9.759100000000001e-05	-9.759100000000001e-05
3.91015	2.75911	0.000108401	-0.000108401
3.81942	2.75953	0.00011879999999999996	-0.00011879999999999996
3.7287	2.76001	0.000128729	-0.000128729
3.638	2.76057	0.000138069	-0.000138069
3.5473	2.76119	0.000146645	-0.000146645
3.45662	2.76189	0.00015438500000000005	-0.00015438500000000005
3.36595	2.76267	0.00016124599999999998	-0.00016124599999999998
3.27529	2.76353	0.00016720200000000003	-0.00016720200000000003
3.18465	2.76448	0.00017222799999999996	-0.00017222799999999996
3.09403	2.76551	0.000176173	-0.000176173
3.00342	2.76663	0.00017894999999999999	-0.00017894999999999999
2.91284	2.76785	0.00018056399999999997	-0.00018056399999999997
2.82227	2.76917	0.00018093399999999997	-0.00018093399999999997
2.73172	2.77059	0.00018010400000000002	-0.00018010400000000002
2.6412	2.77211	0.00017820500000000002	-0.00017820500000000002
2.5507	2.77374	0.00017526699999999997	-0.00017526699999999997
2.46022	2.77548	0.00017131100000000003	-0.00017131100000000003
2.36976	2.77733	0.00016645799999999997	-0.00016645799999999997
2.27932	2.77928	0.000160855	-0.000160855
2.18891	2.78135	0.000154506	-0.000154506
2.09851	2.78352	0.000147452	-0.000147452
2.00814	2.7858	0.00013988099999999998	-0.00013988099999999998
1.91778	2.78819	0.00013180899999999998	-0.00013180899999999998
1.82742	2.79067	0.00012334500000000002	-0.00012334500000000002
1.73697	2.79325	0.00011463200000000001	-0.00011463200000000001
1.64634	2.79593	0.0001057082	-0.0001057082
1.55548	2.79869	9.67772e-05	-9.67772e-05
1.46434	2.80154	8.804939999999998e-05	-8.804939999999998e-05
1.37289	2.80445	7.945189999999999e-05	-7.945189999999999e-05
1.28118	2.80743	7.09075e-05	-7.09075e-05
1.18931	2.81045	6.25126e-05	-6.25126e-05
1.09737	2.81349	5.42686e-05	-5.42686e-05
1.00543	2.81654	4.631056e-05	-4.631056e-05
0.91351	2.81958	3.87155e-05	-3.87155e-05
0.821554	2.8226	3.142208e-05	-3.142208e-05
0.729521	2.82556	2.44203e-05	-2.44203e-05
0.637393	2.82845	1.76237e-05	-1.76237e-05
0.545342	2.83121	1.0988199999999998e-05	-1.0988199999999998e-05
0.453603	2.83379	4.612000000000003e-06	-4.612000000000003e-06
0.362381	2.83612	1.6170000000000084e-06	1.6170000000000084e-06
0.271771	2.83812	7.695e-06	7.695e-06
0.181421	2.83966	1.3693999999999995e-05	1.3693999999999995e-05
0.0909091	2.84057	1.9873999999999993e-05	1.9873999999999993e-05
0.0	2.84057	2.3012000000000016e-05	2.3012000000000016e-05
9.0	2.82868	3.551300000000004e-05	3.551300000000004e-05
8.90909	2.82869	3.8423999999999956e-05	3.8423999999999956e-05
8.8186	2.82772	4.5417000000000016e-05	4.5417000000000016e-05
8.7283	2.82609	5.3111e-05	5.3111e-05
8.63779	2.82399	6.0811999999999986e-05	6.0811999999999986e-05
8.54664	2.82152	6.892599999999997e-05	6.892599999999997e-05
8.4549	2.81879	7.6967e-05	7.6967e-05
8.36281	2.81586	8.495399999999999e-05	8.495399999999999e-05
8.2706	2.8128	9.2757e-05	9.2757e-05
8.17847	2.80965	0.000100231	0.000100231
8.08643	2.80645	0.000107217	0.000107217
7.99443	2.80321	0.00011373999999999998	0.00011373999999999998
7.90243	2.79997	0.000119822	0.000119822
7.81041	2.79673	0.00012519900000000005	0.00012519900000000005
7.71846	2.79351	0.00012979099999999998	0.00012979099999999998
7.62666	2.79035	0.00013372900000000002	0.00013372900000000002
7.53514	2.78724	0.00013704500000000003	0.00013704500000000003
7.44394	2.78421	0.00013966200000000003	0.00013966200000000003
7.35304	2.78127	0.00014152000000000001	0.00014152000000000001
7.2624	2.77842	0.00014258800000000002	0.00014258800000000002
7.17195	2.77567	0.000142904	0.000142904
7.08161	2.77302	0.00014251600000000003	0.00014251600000000003
6.99129	2.77048	0.00014144100000000002	0.00014144100000000002
6.90096	2.76804	0.00013981199999999998	0.00013981199999999998
6.8106	2.76572	0.000137722	0.000137722
6.72021	2.76351	0.00013509799999999997	0.00013509799999999997
6.62981	2.76142	0.00013207399999999998	0.00013207399999999998
6.53938	2.75944	0.0001287498	0.0001287498
6.44893	2.75759	0.000124996	0.000124996
6.35846	2.75584	0.00012078359999999999	0.00012078359999999999
6.26796	2.75421	0.00011617201000000001	0.00011617201000000001
6.17744	2.75269	0.0001112446	0.0001112446
6.0869	2.75128	0.00010604129999999999	0.00010604129999999999
5.99633	2.74997	0.00010057020000000001	0.00010057020000000001
5.90575	2.74876	9.48129e-05	9.48129e-05
5.81514	2.74766	8.86991e-05	8.86991e-05
5.72452	2.74664	8.216299999999999e-05	8.216299999999999e-05
5.63389	2.74572	7.520350000000001e-05	7.520350000000001e-05
5.54323	2.74488	6.78613e-05	6.78613e-05
5.45256	2.74413	6.0211e-05	6.0211e-05
5.36188	2.74346	5.229e-05	5.229e-05
5.27119	2.74286	4.4039e-05	4.4039e-05
5.18048	2.74233	3.5366e-05	3.5366e-05
5.08977	2.74188	2.625699999999999e-05	2.625699999999999e-05
4.99905	2.7415	1.6751999999999978e-05	1.6751999999999978e-05
4.90832	2.74118	6.874999999999991e-06	6.874999999999991e-06
4.81759	2.74093	3.366000000000035e-06	-3.366000000000035e-06
4.72685	2.74074	1.3924999999999973e-05	-1.3924999999999973e-05
4.63611	2.74062	2.4800999999999968e-05	-2.4800999999999968e-05
4.54537	2.74055	3.607799999999999e-05	-3.607799999999999e-05
4.45462	2.74055	4.7690000000000026e-05	-4.7690000000000026e-05
4.36388	2.74061	5.945200000000004e-05	-5.945200000000004e-05
4.27314	2.74073	7.123600000000002e-05	-7.123600000000002e-05
4.1824	2.74091	8.293199999999997e-05	-8.293199999999997e-05
4.09167	2.74116	9.446299999999998e-05	-9.446299999999998e-05
4.00094	2.74147	0.000105723	-0.000105723
3.91021	2.74184	0.00011660700000000002	-0.00011660700000000002
3.8195	2.74229	0.00012707399999999997	-0.00012707399999999997
3.7288	2.74281	0.000137091	-0.000137091
3.6381	2.7434	0.000146525	-0.000146525
3.54742	2.74406	0.00015516100000000001	-0.00015516100000000001
3.45675	2.74481	0.000162942	-0.000162942
3.3661	2.74564	0.00016979699999999996	-0.00016979699999999996
3.27546	2.74656	0.00017566800000000003	-0.00017566800000000003
3.18484	2.74756	0.00018058200000000004	-0.00018058200000000004
3.09423	2.74866	0.000184398	-0.000184398
3.00365	2.74986	0.000186997	-0.000186997
2.91308	2.75116	0.00018845799999999996	-0.00018845799999999996
2.82254	2.75256	0.00018868599999999998	-0.00018868599999999998
2.73202	2.75407	0.00018761399999999998	-0.00018761399999999998
2.64152	2.75569	0.00018539799999999998	-0.00018539799999999998
2.55104	2.75743	0.000182116	-0.000182116
2.46059	2.75928	0.00017781099999999997	-0.00017781099999999997
2.37016	2.76125	0.00017253899999999998	-0.00017253899999999998
2.27976	2.76333	0.00016643600000000003	-0.00016643600000000003
2.18937	2.76553	0.00015960800000000002	-0.00015960800000000002
2.09901	2.76785	0.00015212600000000001	-0.00015212600000000001
2.00868	2.77028	0.000144122	-0.000144122
1.91836	2.77282	0.00013561800000000003	-0.00013561800000000003
1.82803	2.77547	0.000126715	-0.000126715
1.73761	2.77822	0.000117528	-0.000117528
1.647	2.78107	0.0001081492	-0.0001081492
1.55614	2.78402	9.87299e-05	-9.87299e-05
1.46498	2.78705	8.949190000000001e-05	-8.949190000000001e-05
1.3735	2.79016	8.045330000000002e-05	-8.045330000000002e-05
1.28175	2.79333	7.14987e-05	-7.14987e-05
1.18981	2.79655	6.26778e-05	-6.26778e-05
1.0978	2.7998	5.4000729999999995e-05	-5.4000729999999995e-05
1.00579	2.80306	4.56053e-05	-4.56053e-05
0.913804	2.8063	3.75757e-05	-3.75757e-05
0.821778	2.80952	2.9854000000000002e-05	-2.9854000000000002e-05
0.72967	2.81268	2.2451699999999994e-05	-2.2451699999999994e-05
0.637461	2.81576	1.5298800000000003e-05	-1.5298800000000003e-05
0.545336	2.81871	8.3004e-06	-8.3004e-06
0.453543	2.82146	1.5379999999999843e-06	-1.5379999999999843e-06
0.362301	2.82394	5.082000000000003e-06	5.082000000000003e-06
0.27171	2.82607	1.1538999999999999e-05	1.1538999999999999e-05
0.181396	2.82771	1.7864999999999992e-05	1.7864999999999992e-05
0.0909091	2.82868	2.433100000000002e-05	2.433100000000002e-05
0.0	2.82868	2.761399999999997e-05	2.761399999999997e-05
9.0	2.81638	4.0768e-05	4.0768e-05
8.90909	2.81638	4.3844999999999984e-05	4.3844999999999984e-05
8.81863	2.81535	5.121100000000001e-05	5.121100000000001e-05
8.72837	2.81362	5.930400000000004e-05	5.930400000000004e-05
8.63788	2.81138	6.736699999999998e-05	6.736699999999998e-05
8.54671	2.80876	7.5821e-05	7.5821e-05
8.45493	2.80585	8.423300000000002e-05	8.423300000000002e-05
8.36276	2.80273	9.263399999999997e-05	9.263399999999997e-05
8.27046	2.79947	0.00010084200000000002	0.00010084200000000002
8.17825	2.79611	0.00010865700000000001	0.00010865700000000001
8.08614	2.7927	0.00011592500000000001	0.00011592500000000001
7.99407	2.78926	0.0001227	0.0001227
7.902	2.7858	0.00012896700000000007	0.00012896700000000007
7.80991	2.78235	0.00013449700000000002	0.00013449700000000002
7.71789	2.77892	0.00013918200000000006	0.00013918200000000006
7.62604	2.77555	0.000143044	0.000143044
7.53448	2.77224	0.000146201	0.000146201
7.44326	2.76902	0.00014863700000000002	0.00014863700000000002
7.35236	2.76589	0.00015023499999999997	0.00015023499999999997
7.26174	2.76286	0.000151005	0.000151005
7.17132	2.75993	0.000150998	0.000150998
7.08102	2.75711	0.000150199	0.000150199
6.99074	2.75441	0.00014865800000000003	0.00014865800000000003
6.90044	2.75182	0.00014650600000000002	0.00014650600000000002
6.81011	2.74935	0.00014380599999999998	0.00014380599999999998
6.71976	2.747	0.000140627	0.000140627
6.62939	2.74478	0.00013708199999999999	0.00013708199999999999
6.53899	2.74268	0.0001331672	0.0001331672
6.44857	2.7407	0.0001288044	0.0001288044
6.35813	2.73884	0.00012400979999999999	0.00012400979999999999
6.26765	2.73711	0.00011881896	0.00011881896
6.17716	2.73549	0.0001133048	0.0001133048
6.08664	2.73399	0.0001075424	0.0001075424
5.9961	2.7326	0.00010151959999999999	0.00010151959999999999
5.90554	2.73132	9.516759e-05	9.516759e-05
5.81495	2.73014	8.8413e-05	8.8413e-05
5.72435	2.72907	8.12691e-05	8.12691e-05
5.63373	2.72808	7.372509999999998e-05	7.372509999999998e-05
5.54309	2.72719	6.5809e-05	6.5809e-05
5.45244	2.72639	5.761500000000001e-05	5.761500000000001e-05
5.36177	2.72568	4.9141999999999985e-05	4.9141999999999985e-05
5.27109	2.72504	4.0365e-05	4.0365e-05
5.1804	2.72449	3.123899999999999e-05	3.123899999999999e-05
5.0897	2.72401	2.1715000000000005e-05	2.1715000000000005e-05
4.99899	2.7236	1.1832999999999993e-05	1.1832999999999993e-05
4.90827	2.72326	1.623999999999983e-06	1.623999999999983e-06
4.81755	2.72299	8.96699999999997e-06	-8.96699999999997e-06
4.72682	2.72279	1.993600000000002e-05	-1.993600000000002e-05
4.63609	2.72266	3.1255e-05	-3.1255e-05
4.54536	2.72259	4.2856999999999986e-05	-4.2856999999999986e-05
4.45463	2.72259	5.4640000000000005e-05	-5.4640000000000005e-05
4.36389	2.72265	6.655000000000002e-05	-6.655000000000002e-05
4.27316	2.72278	7.857000000000003e-05	-7.857000000000003e-05
4.18244	2.72297	9.0584e-05	-9.0584e-05
4.09171	2.72323	0.00010239499999999997	-0.00010239499999999997
4.001	2.72356	0.000113838	-0.000113838
3.91029	2.72396	0.00012481700000000005	-0.00012481700000000005
3.81958	2.72444	0.000135332	-0.000135332
3.72889	2.72499	0.0001454	-0.0001454
3.63821	2.72561	0.000154953	-0.000154953
3.54755	2.72632	0.000163722	-0.000163722
3.45689	2.72712	0.000171573	-0.000171573
3.36625	2.728	0.000178414	-0.000178414
3.27563	2.72897	0.00018420699999999998	-0.00018420699999999998
3.18503	2.73004	0.000189015	-0.000189015
3.09444	2.73121	0.00019271400000000003	-0.00019271400000000003
3.00388	2.73248	0.00019520199999999995	-0.00019520199999999995
2.91334	2.73386	0.000196485	-0.000196485
2.82282	2.73536	0.00019652500000000002	-0.00019652500000000002
2.73232	2.73696	0.00019528299999999998	-0.00019528299999999998
2.64185	2.73869	0.00019279	-0.00019279
2.5514	2.74053	0.000189159	-0.000189159
2.46097	2.7425	0.00018449399999999997	-0.00018449399999999997
2.37058	2.74459	0.000178817	-0.000178817
2.2802	2.74681	0.000172235	-0.000172235
2.18986	2.74915	0.00016489899999999998	-0.00016489899999999998
2.09953	2.75161	0.00015696000000000002	-0.00015696000000000002
2.00923	2.7542	0.000148519	-0.000148519
1.91895	2.7569	0.00013959499999999998	-0.00013959499999999998
1.82866	2.75971	0.000130246	-0.000130246
1.73827	2.76264	0.00012059100000000001	-0.00012059100000000001
1.64768	2.76568	0.0001107613	-0.0001107613
1.55683	2.76881	0.00010083739999999998	-0.00010083739999999998
1.46565	2.77204	9.106090000000001e-05	-9.106090000000001e-05
1.37414	2.77535	8.154820000000001e-05	-8.154820000000001e-05
1.28233	2.77873	7.217510000000001e-05	-7.217510000000001e-05
1.19032	2.78216	6.29318e-05	-6.29318e-05
1.09824	2.78562	5.383455e-05	-5.383455e-05
1.00617	2.78909	4.49681e-05	-4.49681e-05
0.914108	2.79255	3.646383e-05	-3.646383e-05
0.82201	2.79597	2.8299600000000003e-05	-2.8299600000000003e-05
0.729824	2.79934	2.04618e-05	-2.04618e-05
0.637532	2.80262	1.2918200000000001e-05	-1.2918200000000001e-05
0.54533	2.80576	5.538e-06	-5.538e-06
0.45348	2.80869	1.634000000000005e-06	1.634000000000005e-06
0.362218	2.81133	8.67000000000001e-06	8.67000000000001e-06
0.271646	2.8136	1.5530999999999997e-05	1.5530999999999997e-05
0.181369	2.81535	2.2189000000000014e-05	2.2189000000000014e-05
0.0909091	2.81638	2.8938e-05	2.8938e-05
0.0	2.81638	3.236900000000003e-05	3.236900000000003e-05
9.0	2.80364	4.6126999999999974e-05	4.6126999999999974e-05
8.90909	2.80364	4.938300000000001e-05	4.938300000000001e-05
8.81866	2.80255	5.715000000000001e-05	5.715000000000001e-05
8.72844	2.80071	6.566200000000002e-05	6.566200000000002e-05
8.63797	2.79833	7.410400000000002e-05	7.410400000000002e-05
8.54679	2.79554	8.293299999999999e-05	8.293299999999999e-05
8.45495	2.79245	9.171899999999998e-05	9.171899999999998e-05
8.3627	2.78913	0.00010050599999999994	0.00010050599999999994
8.27032	2.78567	0.00010910400000000006	0.00010910400000000006
8.17803	2.7821	0.00011726900000000003	0.00011726900000000003
8.08584	2.77847	0.000124859	0.000124859
7.9937	2.77481	0.00013189099999999997	0.00013189099999999997
7.90156	2.77113	0.000138282	0.000138282
7.80939	2.76746	0.00014388499999999995	0.00014388499999999995
7.7173	2.76382	0.00014863600000000006	0.00014863600000000006
7.6254	2.76023	0.00015248499999999995	0.00015248499999999995
7.53379	2.75672	0.000155515	0.000155515
7.44255	2.75329	0.00015770200000000007	0.00015770200000000007
7.35166	2.74996	0.000158995	0.000158995
7.26105	2.74674	0.00015945	0.00015945
7.17067	2.74364	0.000159071	0.000159071
7.08041	2.74064	0.000157846	0.000157846
6.99016	2.73777	0.000155888	0.000155888
6.8999	2.73502	0.000153215	0.000153215
6.80961	2.7324	0.000149926	0.000149926
6.7193	2.7299	0.00014623200000000002	0.00014623200000000002
6.62896	2.72754	0.00014211100000000002	0.00014211100000000002
6.5386	2.72531	0.0001375536	0.0001375536
6.4482	2.72322	0.0001326148	0.0001326148
6.35779	2.72125	0.00012727219999999998	0.00012727219999999998
6.26734	2.71941	0.0001215303748	0.0001215303748
6.17687	2.71769	0.0001154588	0.0001154588
6.08638	2.7161	0.000109146	0.000109146
5.99586	2.71462	0.0001025451	0.0001025451
5.90532	2.71326	9.556382e-05	9.556382e-05
5.81475	2.71201	8.81876e-05	8.81876e-05
5.72417	2.71087	8.045689999999999e-05	8.045689999999999e-05
5.63357	2.70983	7.23584e-05	7.23584e-05
5.54294	2.70888	6.3919e-05	6.3919e-05
5.45231	2.70803	5.518399999999998e-05	5.518399999999998e-05
5.36166	2.70727	4.6156999999999985e-05	4.6156999999999985e-05
5.27099	2.7066	3.687100000000001e-05	3.687100000000001e-05
