Points:0	Points:1	abs_DELTA_U0	DELTA_U0
7.88444	2.17114	0.002074300000000001	-0.002074300000000001
7.78946	2.15767	0.002127300000000002	-0.002127300000000002
7.69475	2.14438	0.0021778000000000006	-0.0021778000000000006
7.60072	2.1314	0.002224999999999998	-0.002224999999999998
7.50771	2.11884	0.0022686000000000026	-0.0022686000000000026
7.41593	2.10677	0.0023083000000000027	-0.0023083000000000027
7.32527	2.09522	0.0023438	-0.0023438
7.23554	2.08418	0.002376099999999999	-0.002376099999999999
7.1465	2.07366	0.002405299999999999	-0.002405299999999999
7.05783	2.06364	0.002431700000000002	-0.002431700000000002
6.96921	2.05409	0.0024559000000000004	-0.0024559000000000004
6.88049	2.04501	0.0024781000000000004	-0.0024781000000000004
6.79167	2.03641	0.002498399999999998	-0.002498399999999998
6.70274	2.02829	0.002516299999999999	-0.002516299999999999
6.61372	2.02066	0.0025311000000000014	-0.0025311000000000014
6.52459	2.01351	0.0025435000000000006	-0.0025435000000000006
6.43536	2.00683	0.0025535	-0.0025535
6.34603	2.0006	0.0025611	-0.0025611
6.2566	1.99483	0.002566500000000003	-0.002566500000000003
6.16707	1.98948	0.0025698000000000006	-0.0025698000000000006
6.07746	1.98455	0.002571500000000001	-0.002571500000000001
5.98776	1.98002	0.0025716999999999997	-0.0025716999999999997
5.89798	1.97586	0.0025700999999999988	-0.0025700999999999988
5.80813	1.97207	0.0025669000000000004	-0.0025669000000000004
5.7182	1.96861	0.0025629999999999993	-0.0025629999999999993
5.62822	1.96548	0.002558099999999997	-0.002558099999999997
5.53817	1.96266	0.0025508000000000024	-0.0025508000000000024
5.44807	1.96014	0.0025408999999999987	-0.0025408999999999987
5.35792	1.95789	0.0025293999999999976	-0.0025293999999999976
5.26772	1.9559	0.0025173999999999995	-0.0025173999999999995
5.17749	1.95417	0.0025046000000000027	-0.0025046000000000027
5.08722	1.95267	0.002490799999999998	-0.002490799999999998
4.99693	1.95141	0.002476100000000002	-0.002476100000000002
4.90661	1.95037	0.0024591000000000023	-0.0024591000000000023
4.81626	1.94954	0.0024396999999999995	-0.0024396999999999995
4.72591	1.94893	0.002418800000000002	-0.002418800000000002
4.63554	1.94851	0.002396200000000001	-0.002396200000000001
4.54517	1.9483	0.0023713	-0.0023713
4.45479	1.94829	0.002345	-0.002345
4.36442	1.94849	0.0023173000000000013	-0.0023173000000000013
4.27405	1.94888	0.0022871999999999997	-0.0022871999999999997
4.18369	1.94948	0.0022548000000000012	-0.0022548000000000012
4.09335	1.95028	0.0022203000000000014	-0.0022203000000000014
4.00303	1.9513	0.0021839999999999984	-0.0021839999999999984
3.91273	1.95254	0.0021461000000000015	-0.0021461000000000015
3.82246	1.95401	0.002106199999999999	-0.002106199999999999
3.73223	1.95573	0.002064899999999998	-0.002064899999999998
3.64203	1.95769	0.0020228000000000017	-0.0020228000000000017
3.55188	1.95991	0.0019798000000000003	-0.0019798000000000003
3.46177	1.96241	0.0019354999999999997	-0.0019354999999999997
3.37172	1.9652	0.0018904000000000004	-0.0018904000000000004
3.28173	1.9683	0.0018449999999999994	-0.0018449999999999994
3.1918	1.97173	0.0017998000000000007	-0.0017998000000000007
3.10194	1.97549	0.0017548000000000008	-0.0017548000000000008
3.01215	1.97961	0.0017097000000000015	-0.0017097000000000015
2.92245	1.98411	0.0016653000000000015	-0.0016653000000000015
2.83283	1.98901	0.0016225000000000024	-0.0016225000000000024
2.7433	1.99432	0.0015821999999999989	-0.0015821999999999989
2.65387	2.00006	0.001544799999999999	-0.001544799999999999
2.56453	2.00624	0.0015107000000000002	-0.0015107000000000002
2.47529	2.01289	0.0014807000000000015	-0.0014807000000000015
2.38616	2.02	0.0014547999999999991	-0.0014547999999999991
2.29713	2.0276	0.0014335000000000007	-0.0014335000000000007
2.2082	2.03568	0.0014155	-0.0014155
2.11938	2.04425	0.0013999999999999985	-0.0013999999999999985
2.03065	2.0533	0.0013878999999999975	-0.0013878999999999975
1.94203	2.06282	0.0013802000000000016	-0.0013802000000000016
1.8534	2.07282	0.001376800000000001	-0.001376800000000001
1.76443	2.08332	0.0013775000000000003	-0.0013775000000000003
1.67482	2.09432	0.0013810000000000003	-0.0013810000000000003
1.58431	2.10585	0.0013862000000000006	-0.0013862000000000006
1.49269	2.11791	0.001391899999999998	-0.001391899999999998
1.39985	2.13046	0.0013982000000000022	-0.0013982000000000022
1.30595	2.14345	0.001405400000000001	-0.001405400000000001
1.21133	2.15676	0.001413600000000001	-0.001413600000000001
1.11638	2.17026	0.001421699999999998	-0.001421699999999998
1.02144	2.18382	0.0014287999999999974	-0.0014287999999999974
0.926519	2.19734	0.0014344999999999983	-0.0014344999999999983
0.83145	2.21075	0.0014399000000000044	-0.0014399000000000044
0.736058	2.22393	0.0014461999999999982	-0.0014461999999999982
0.640291	2.23676	0.0014531999999999982	-0.0014531999999999982
0.544861	2.24896	0.0014623000000000032	-0.0014623000000000032
0.450708	2.26021	0.001474099999999999	-0.001474099999999999
0.358641	2.27017	0.0014868999999999959	-0.0014868999999999959
0.268947	2.27852	0.0015005999999999978	-0.0015005999999999978
0.180247	2.28492	0.001516	-0.001516
0.0909091	2.28875	0.0015335000000000036	-0.0015335000000000036
0.0	2.28875	0.0015428999999999998	-0.0015428999999999998
9.0	2.26414	0.0015765000000000015	-0.0015765000000000015
8.90909	2.26413	0.0015913999999999998	-0.0015913999999999998
8.8198	2.2602	0.001620400000000001	-0.001620400000000001
8.73126	2.25362	0.0016515999999999996	-0.0016515999999999996
8.64191	2.24508	0.0016871999999999998	-0.0016871999999999998
8.55015	2.23487	0.0017266999999999977	-0.0017266999999999977
8.45613	2.22332	0.0017705000000000012	-0.0017705000000000012
8.36066	2.21075	0.0018179000000000008	-0.0018179000000000008
8.26471	2.1975	0.001868599999999998	-0.001868599999999998
8.1691	2.18387	0.0019225000000000006	-0.0019225000000000006
8.07384	2.17	0.0019778000000000018	-0.0019778000000000018
7.97877	2.15601	0.0020336	-0.0020336
7.8837	2.14196	0.0020885999999999995	-0.0020885999999999995
7.78859	2.12796	0.0021426000000000014	-0.0021426000000000014
7.69377	2.11415	0.0021937	-0.0021937
7.59965	2.10067	0.0022410999999999993	-0.0022410999999999993
7.50659	2.08763	0.002284500000000002	-0.002284500000000002
7.41479	2.07511	0.0023239999999999997	-0.0023239999999999997
7.32416	2.06314	0.0023596	-0.0023596
7.23448	2.05172	0.0023917	-0.0023917
7.1455	2.04084	0.0024203000000000002	-0.0024203000000000002
7.05692	2.03048	0.0024450999999999987	-0.0024450999999999987
6.96837	2.02061	0.0024665999999999993	-0.0024665999999999993
6.87973	2.01124	0.0024858	-0.0024858
6.79098	2.00236	0.0025036999999999976	-0.0025036999999999976
6.70212	1.994	0.0025202000000000002	-0.0025202000000000002
6.61315	1.98613	0.0025337	-0.0025337
6.52408	1.97877	0.0025445999999999976	-0.0025445999999999976
6.4349	1.97189	0.0025531000000000026	-0.0025531000000000026
6.34561	1.96549	0.0025593000000000005	-0.0025593000000000005
6.25622	1.95956	0.0025623999999999994	-0.0025623999999999994
6.16674	1.95407	0.0025626999999999976	-0.0025626999999999976
6.07716	1.949	0.0025611999999999996	-0.0025611999999999996
5.98749	1.94435	0.002558600000000001	-0.002558600000000001
5.89774	1.94009	0.0025550000000000017	-0.0025550000000000017
5.80791	1.9362	0.0025498000000000014	-0.0025498000000000014
5.71801	1.93266	0.0025433999999999977	-0.0025433999999999977
5.62805	1.92946	0.0025358000000000012	-0.0025358000000000012
5.53802	1.92657	0.0025266000000000004	-0.0025266000000000004
5.44794	1.92399	0.0025153000000000016	-0.0025153000000000016
5.3578	1.92169	0.002501699999999999	-0.002501699999999999
5.26762	1.91966	0.002487099999999999	-0.002487099999999999
5.1774	1.91789	0.0024721000000000014	-0.0024721000000000014
5.08715	1.91636	0.0024563000000000015	-0.0024563000000000015
4.99687	1.91507	0.002439700000000003	-0.002439700000000003
4.90656	1.914	0.002421900000000001	-0.002421900000000001
4.81623	1.91316	0.002401799999999999	-0.002401799999999999
4.72588	1.91253	0.002379599999999999	-0.002379599999999999
4.63553	1.91211	0.0023555	-0.0023555
4.54516	1.9119	0.0023292	-0.0023292
4.4548	1.91189	0.0023006	-0.0023006
4.36443	1.91208	0.0022707000000000005	-0.0022707000000000005
4.27408	1.91248	0.0022390999999999973	-0.0022390999999999973
4.18373	1.91309	0.002205800000000001	-0.002205800000000001
4.0934	1.91391	0.002170100000000001	-0.002170100000000001
4.00309	1.91496	0.002132499999999999	-0.002132499999999999
3.9128	1.91622	0.002093000000000001	-0.002093000000000001
3.82255	1.91773	0.0020515000000000012	-0.0020515000000000012
3.73233	1.91948	0.0020079	-0.0020079
3.64214	1.92148	0.0019632000000000017	-0.0019632000000000017
3.55201	1.92376	0.0019179000000000002	-0.0019179000000000002
3.46192	1.92631	0.0018719999999999987	-0.0018719999999999987
3.37189	1.92917	0.001825199999999999	-0.001825199999999999
3.28191	1.93235	0.0017777999999999995	-0.0017777999999999995
3.19201	1.93585	0.0017312000000000022	-0.0017312000000000022
3.10218	1.93971	0.001685599999999999	-0.001685599999999999
3.01242	1.94394	0.0016409000000000007	-0.0016409000000000007
2.92275	1.94855	0.0015966	-0.0015966
2.83316	1.95358	0.0015537999999999975	-0.0015537999999999975
2.74367	1.95903	0.0015137999999999992	-0.0015137999999999992
2.65428	1.96493	0.0014768000000000003	-0.0014768000000000003
2.56498	1.97129	0.0014431999999999987	-0.0014431999999999987
2.4758	1.97813	0.0014133999999999987	-0.0014133999999999987
2.38672	1.98545	0.0013878999999999975	-0.0013878999999999975
2.29775	1.99328	0.0013673000000000018	-0.0013673000000000018
2.20888	2.00161	0.0013518000000000002	-0.0013518000000000002
2.12013	2.01045	0.0013401999999999997	-0.0013401999999999997
2.03148	2.01979	0.0013314999999999994	-0.0013314999999999994
1.94293	2.02963	0.0013264999999999978	-0.0013264999999999978
1.85438	2.03996	0.0013260000000000008	-0.0013260000000000008
1.76549	2.05082	0.0013299999999999979	-0.0013299999999999979
1.67593	2.06221	0.0013381000000000018	-0.0013381000000000018
1.58545	2.07416	0.0013492000000000018	-0.0013492000000000018
1.49382	2.08665	0.0013618999999999992	-0.0013618999999999992
1.40094	2.09968	0.0013746999999999995	-0.0013746999999999995
1.30695	2.11317	0.0013874000000000004	-0.0013874000000000004
1.21222	2.127	0.0014007000000000012	-0.0014007000000000012
1.11714	2.14104	0.0014135999999999975	-0.0014135999999999975
1.02209	2.15514	0.0014253000000000009	-0.0014253000000000009
0.927044	2.1692	0.0014350999999999982	-0.0014350999999999982
0.831846	2.18314	0.0014434999999999969	-0.0014434999999999969
0.736315	2.19685	0.0014516999999999967	-0.0014516999999999967
0.640393	2.21019	0.0014602000000000018	-0.0014602000000000018
0.54482	2.22287	0.001469600000000005	-0.001469600000000005
0.450566	2.23456	0.001481200000000002	-0.001481200000000002
0.358467	2.24489	0.0014946999999999981	-0.0014946999999999981
0.268818	2.25354	0.0015097999999999986	-0.0015097999999999986
0.180193	2.26017	0.0015267999999999983	-0.0015267999999999983
0.0909091	2.26414	0.0015449000000000018	-0.0015449000000000018
0.0	2.26414	0.0015543000000000015	-0.0015543000000000015
9.0	2.23928	0.0015878999999999997	-0.0015878999999999997
8.90909	2.23928	0.001602799999999998	-0.001602799999999998
8.81985	2.2352	0.0016322000000000003	-0.0016322000000000003
8.73139	2.2284	0.0016638	-0.0016638
8.64209	2.21955	0.001699599999999999	-0.001699599999999999
8.55032	2.20897	0.0017388000000000021	-0.0017388000000000021
8.4562	2.19697	0.0017822000000000011	-0.0017822000000000011
8.3606	2.18392	0.0018293000000000025	-0.0018293000000000025
8.26448	2.17016	0.0018797999999999974	-0.0018797999999999974
8.16873	2.15599	0.0019334000000000018	-0.0019334000000000018
8.07335	2.14158	0.001989000000000001	-0.001989000000000001
7.97815	2.12703	0.002045700000000001	-0.002045700000000001
7.88296	2.11243	0.002102200000000002	-0.002102200000000002
7.78773	2.09789	0.0021574000000000003	-0.0021574000000000003
7.6928	2.08354	0.0022100999999999996	-0.0022100999999999996
7.59859	2.06954	0.0022588000000000018	-0.0022588000000000018
7.50547	2.05601	0.002303399999999997	-0.002303399999999997
7.41366	2.04304	0.0023438	-0.0023438
7.32305	2.03065	0.0023796999999999985	-0.0023796999999999985
7.23342	2.01883	0.0024119000000000015	-0.0024119000000000015
7.14452	2.00759	0.002440000000000001	-0.002440000000000001
7.05602	1.99689	0.0024636999999999992	-0.0024636999999999992
6.96755	1.9867	0.0024830999999999985	-0.0024830999999999985
6.87898	1.97703	0.002498799999999999	-0.002498799999999999
6.7903	1.96789	0.002512799999999999	-0.002512799999999999
6.70151	1.95927	0.002525900000000001	-0.002525900000000001
6.6126	1.95117	0.002537099999999997	-0.002537099999999997
6.52358	1.94359	0.002545499999999999	-0.002545499999999999
6.43445	1.93652	0.002551499999999998	-0.002551499999999998
6.34521	1.92995	0.0025550999999999977	-0.0025550999999999977
6.25586	1.92385	0.0025560999999999987	-0.0025560999999999987
6.16642	1.91822	0.002553899999999998	-0.002553899999999998
6.07687	1.91303	0.002549300000000001	-0.002549300000000001
5.98724	1.90826	0.0025435000000000006	-0.0025435000000000006
5.89751	1.9039	0.0025367999999999988	-0.0025367999999999988
5.80771	1.89992	0.002529	-0.002529
5.71783	1.8963	0.002520100000000001	-0.002520100000000001
5.62789	1.89302	0.0025106000000000017	-0.0025106000000000017
5.53788	1.89007	0.0025001000000000016	-0.0025001000000000016
5.44781	1.88743	0.0024881999999999994	-0.0024881999999999994
5.35769	1.88508	0.0024740000000000005	-0.0024740000000000005
5.26753	1.88301	0.002457499999999998	-0.002457499999999998
5.17732	1.8812	0.002439799999999999	-0.002439799999999999
5.08708	1.87964	0.002421099999999999	-0.002421099999999999
4.99681	1.87833	0.002401799999999999	-0.002401799999999999
4.90651	1.87724	0.002382000000000002	-0.002382000000000002
4.81619	1.87638	0.0023607999999999997	-0.0023607999999999997
4.72586	1.87574	0.0023367000000000006	-0.0023367000000000006
4.63551	1.87531	0.0023101999999999984	-0.0023101999999999984
4.54516	1.87509	0.0022813999999999994	-0.0022813999999999994
4.4548	1.87508	0.0022503999999999996	-0.0022503999999999996
4.36445	1.87528	0.002217700000000003	-0.002217700000000003
4.2741	1.87569	0.002184000000000002	-0.002184000000000002
4.18376	1.87631	0.0021487999999999993	-0.0021487999999999993
4.09344	1.87715	0.0021113	-0.0021113
4.00315	1.87821	0.0020713999999999975	-0.0020713999999999975
3.91287	1.87951	0.0020295999999999995	-0.0020295999999999995
3.82263	1.88104	0.0019863	-0.0019863
3.73242	1.88282	0.0019413999999999994	-0.0019413999999999994
3.64225	1.88487	0.001894899999999998	-0.001894899999999998
3.55213	1.88719	0.0018472000000000002	-0.0018472000000000002
3.46206	1.88981	0.0017991999999999973	-0.0017991999999999973
3.37205	1.89273	0.0017506999999999974	-0.0017506999999999974
3.28209	1.89597	0.0017019999999999987	-0.0017019999999999987
3.19221	1.89956	0.0016532000000000005	-0.0016532000000000005
3.1024	1.90351	0.0016059999999999998	-0.0016059999999999998
3.01268	1.90784	0.0015606000000000023	-0.0015606000000000023
2.92303	1.91257	0.0015166999999999993	-0.0015166999999999993
2.83348	1.91772	0.001474200000000002	-0.001474200000000002
2.74403	1.92331	0.0014343999999999989	-0.0014343999999999989
2.65467	1.92937	0.0013980999999999993	-0.0013980999999999993
2.56543	1.9359	0.0013655000000000021	-0.0013655000000000021
2.47629	1.94293	0.0013366000000000003	-0.0013366000000000003
2.38726	1.95046	0.0013119000000000013	-0.0013119000000000013
2.29835	1.95852	0.0012916000000000004	-0.0012916000000000004
2.20955	1.9671	0.0012770999999999998	-0.0012770999999999998
2.12087	1.97621	0.0012684000000000029	-0.0012684000000000029
2.0323	1.98585	0.0012639000000000018	-0.0012639000000000018
1.94383	1.996	0.0012629000000000008	-0.0012629000000000008
1.85536	2.00668	0.0012657000000000015	-0.0012657000000000015
1.76654	2.01789	0.0012726999999999981	-0.0012726999999999981
1.67704	2.02968	0.0012840000000000004	-0.0012840000000000004
1.58658	2.04204	0.0012994999999999986	-0.0012994999999999986
1.49495	2.05499	0.0013185000000000002	-0.0013185000000000002
1.40202	2.0685	0.0013387000000000017	-0.0013387000000000017
1.30794	2.0825	0.0013584999999999986	-0.0013584999999999986
1.2131	2.09687	0.0013781000000000002	-0.0013781000000000002
1.11791	2.11146	0.0013975999999999988	-0.0013975999999999988
1.02273	2.12611	0.0014152000000000019	-0.0014152000000000019
0.927566	2.14073	0.0014301999999999995	-0.0014301999999999995
0.832241	2.15521	0.0014431999999999987	-0.0014431999999999987
0.73657	2.16946	0.0014547999999999957	-0.0014547999999999957
0.640493	2.18333	0.0014657000000000038	-0.0014657000000000038
0.544777	2.1965	0.0014766000000000015	-0.0014766000000000015
0.450421	2.20863	0.0014886000000000031	-0.0014886000000000031
0.358291	2.21935	0.0015021000000000027	-0.0015021000000000027
0.268688	2.2283	0.0015175999999999974	-0.0015175999999999974
0.18014	2.23517	0.0015358999999999998	-0.0015358999999999998
0.0909091	2.23928	0.0015555999999999973	-0.0015555999999999973
0.0	2.23928	0.0015654999999999974	-0.0015654999999999974
9.0	2.2142	0.0015990999999999991	-0.0015990999999999991
8.90909	2.2142	0.0016143999999999985	-0.0016143999999999985
8.81991	2.20998	0.001644200000000002	-0.001644200000000002
8.73152	2.20294	0.0016760999999999998	-0.0016760999999999998
8.64228	2.19379	0.0017121000000000011	-0.0017121000000000011
8.55049	2.18282	0.0017512000000000014	-0.0017512000000000014
8.45628	2.17038	0.0017946999999999998	-0.0017946999999999998
8.36053	2.15683	0.0018415999999999988	-0.0018415999999999988
8.26426	2.14254	0.0018919999999999979	-0.0018919999999999979
8.16837	2.12782	0.0019451000000000017	-0.0019451000000000017
8.07285	2.11285	0.0020009	-0.0020009
7.97753	2.09773	0.002058400000000002	-0.002058400000000002
7.88222	2.08257	0.002116699999999999	-0.002116699999999999
7.78687	2.06747	0.0021741999999999977	-0.0021741999999999977
7.69183	2.05257	0.0022293	-0.0022293
7.59753	2.03805	0.002280499999999998	-0.002280499999999998
7.50436	2.02402	0.002326999999999999	-0.002326999999999999
7.41254	2.01059	0.0023683000000000003	-0.0023683000000000003
7.32195	1.99776	0.002404	-0.002404
7.23238	1.98555	0.0024345999999999986	-0.0024345999999999986
7.14355	1.97393	0.0024606000000000003	-0.0024606000000000003
7.05513	1.96289	0.0024823	-0.0024823
6.96675	1.95238	0.0024999999999999988	-0.0024999999999999988
6.87825	1.94242	0.0025137000000000007	-0.0025137000000000007
6.78964	1.933	0.0025243999999999996	-0.0025243999999999996
6.70091	1.92412	0.002532999999999997	-0.002532999999999997
6.61207	1.9158	0.0025400000000000006	-0.0025400000000000006
6.5231	1.90801	0.002544600000000001	-0.002544600000000001
6.43402	1.90075	0.0025463000000000013	-0.0025463000000000013
6.34483	1.894	0.002546099999999999	-0.002546099999999999
6.25552	1.88775	0.0025442	-0.0025442
6.16611	1.88198	0.002540500000000001	-0.002540500000000001
6.0766	1.87666	0.0025342999999999997	-0.0025342999999999997
5.98699	1.87178	0.0025256999999999988	-0.0025256999999999988
5.8973	1.86732	0.0025163000000000026	-0.0025163000000000026
5.80752	1.86325	0.0025062	-0.0025062
5.71766	1.85955	0.0024950999999999966	-0.0024950999999999966
5.62774	1.85621	0.002483599999999999	-0.002483599999999999
5.53774	1.8532	0.002471600000000001	-0.002471600000000001
5.44769	1.8505	0.0024583999999999995	-0.0024583999999999995
5.35759	1.8481	0.002443200000000003	-0.002443200000000003
5.26744	1.84599	0.0024256	-0.0024256
5.17725	1.84415	0.0024059999999999984	-0.0024059999999999984
5.08702	1.84256	0.002384899999999999	-0.002384899999999999
4.99676	1.84122	0.002362600000000003	-0.002362600000000003
4.90647	1.84011	0.0023396000000000007	-0.0023396000000000007
4.81616	1.83924	0.0023155000000000016	-0.0023155000000000016
4.72583	1.83858	0.0022891000000000022	-0.0022891000000000022
4.6355	1.83815	0.002259900000000002	-0.002259900000000002
4.54515	1.83792	0.0022286000000000007	-0.0022286000000000007
4.45481	1.83791	0.0021953000000000007	-0.0021953000000000007
4.36446	1.83812	0.002160200000000001	-0.002160200000000001
4.27412	1.83853	0.002123699999999999	-0.002123699999999999
4.1838	1.83916	0.0020855000000000005	-0.0020855000000000005
4.09349	1.84002	0.0020453	-0.0020453
4.0032	1.8411	0.0020026	-0.0020026
3.91293	1.84242	0.001957900000000002	-0.001957900000000002
3.8227	1.84398	0.001911900000000001	-0.001911900000000001
3.73251	1.8458	0.0018651999999999974	-0.0018651999999999974
3.64235	1.84789	0.0018174999999999997	-0.0018174999999999997
3.55224	1.85026	0.0017684999999999992	-0.0017684999999999992
3.46219	1.85293	0.0017187999999999995	-0.0017187999999999995
3.37219	1.85591	0.001668799999999998	-0.001668799999999998
3.28226	1.85922	0.0016184999999999984	-0.0016184999999999984
3.1924	1.86288	0.0015679000000000005	-0.0015679000000000005
3.10262	1.86692	0.0015177000000000003	-0.0015177000000000003
3.01292	1.87135	0.0014696000000000015	-0.0014696000000000015
2.9233	1.87619	0.0014244000000000027	-0.0014244000000000027
2.83379	1.88146	0.0013819000000000019	-0.0013819000000000019
2.74437	1.8872	0.0013419999999999994	-0.0013419999999999994
2.65506	1.8934	0.0013057	-0.0013057
2.56585	1.90011	0.0012735000000000003	-0.0012735000000000003
2.47676	1.90732	0.0012460000000000006	-0.0012460000000000006
2.38779	1.91507	0.0012231000000000013	-0.0012231000000000013
2.29894	1.92335	0.0012050000000000012	-0.0012050000000000012
2.21021	1.93219	0.0011917999999999998	-0.0011917999999999998
2.12159	1.94157	0.0011845000000000015	-0.0011845000000000015
2.03309	1.9515	0.0011833000000000017	-0.0011833000000000017
1.94471	1.96197	0.0011868000000000017	-0.0011868000000000017
1.85632	1.97298	0.0011941	-0.0011941
1.76758	1.98457	0.0012052	-0.0012052
1.67813	1.99675	0.0012203000000000006	-0.0012203000000000006
1.5877	2.00954	0.0012397999999999992	-0.0012397999999999992
1.49607	2.02295	0.0012634000000000013	-0.0012634000000000013
1.40309	2.03696	0.0012902999999999977	-0.0012902999999999977
1.30893	2.05148	0.001317800000000001	-0.001317800000000001
1.21398	2.0664	0.001344500000000002	-0.001344500000000002
1.11867	2.08155	0.0013714000000000018	-0.0013714000000000018
1.02337	2.09677	0.0013967000000000007	-0.0013967000000000007
0.928086	2.11195	0.0014184000000000002	-0.0014184000000000002
0.832633	2.127	0.0014371999999999996	-0.0014371999999999996
0.736822	2.1418	0.0014531999999999982	-0.0014531999999999982
0.640591	2.1562	0.001467600000000003	-0.001467600000000003
0.54473	2.16988	0.0014813999999999973	-0.0014813999999999973
0.450274	2.18247	0.0014949999999999963	-0.0014949999999999963
0.358112	2.19358	0.0015091999999999953	-0.0015091999999999953
0.268556	2.20284	0.001525000000000002	-0.001525000000000002
0.180085	2.20995	0.0015436000000000026	-0.0015436000000000026
0.0909091	2.2142	0.0015646000000000028	-0.0015646000000000028
0.0	2.2142	0.0015752999999999982	-0.0015752999999999982
9.0	2.18893	0.001608799999999997	-0.001608799999999997
8.90909	2.18893	0.0016247999999999992	-0.0016247999999999992
8.81996	2.18457	0.0016554000000000013	-0.0016554000000000013
8.73166	2.17729	0.0016876999999999968	-0.0016876999999999968
8.64248	2.16782	0.0017239999999999998	-0.0017239999999999998
8.55066	2.15647	0.0017631	-0.0017631
8.45636	2.14357	0.0018063999999999997	-0.0018063999999999997
8.36047	2.12951	0.001853500000000001	-0.001853500000000001
8.26404	2.11467	0.0019042999999999977	-0.0019042999999999977
8.168	2.09939	0.001958500000000002	-0.001958500000000002
8.07236	2.08384	0.0020155999999999993	-0.0020155999999999993
7.97692	2.06815	0.002074300000000001	-0.002074300000000001
7.88149	2.05241	0.002133900000000001	-0.002133900000000001
7.78602	2.03673	0.0021936000000000004	-0.0021936000000000004
7.69087	2.02127	0.0022517999999999982	-0.0022517999999999982
7.59649	2.00621	0.0023052000000000003	-0.0023052000000000003
7.50327	1.99168	0.0023521999999999987	-0.0023521999999999987
7.41144	1.97777	0.0023928000000000005	-0.0023928000000000005
7.32087	1.96451	0.002427099999999998	-0.002427099999999998
7.23135	1.95189	0.0024554	-0.0024554
7.1426	1.9399	0.002478600000000001	-0.002478600000000001
7.05426	1.92851	0.002497900000000001	-0.002497900000000001
6.96596	1.91768	0.0025134999999999984	-0.0025134999999999984
6.87754	1.90742	0.002525900000000001	-0.002525900000000001
6.789	1.89773	0.002534100000000001	-0.002534100000000001
6.70034	1.8886	0.0025387999999999973	-0.0025387999999999973
6.61155	1.88005	0.0025412000000000004	-0.0025412000000000004
6.52264	1.87205	0.002540999999999998	-0.002540999999999998
6.43361	1.8646	0.0025383999999999997	-0.0025383999999999997
6.34446	1.85769	0.0025344999999999986	-0.0025344999999999986
6.25519	1.85128	0.0025296999999999993	-0.0025296999999999993
6.16582	1.84537	0.0025237999999999997	-0.0025237999999999997
6.07634	1.83994	0.0025161000000000003	-0.0025161000000000003
5.98676	1.83495	0.0025061000000000007	-0.0025061000000000007
5.89709	1.83039	0.0024945999999999996	-0.0024945999999999996
5.80734	1.82623	0.0024823	-0.0024823
5.7175	1.82246	0.0024690999999999984	-0.0024690999999999984
5.62759	1.81905	0.0024548	-0.0024548
5.53762	1.81598	0.0024402	-0.0024402
5.44759	1.81323	0.0024244999999999996	-0.0024244999999999996
5.3575	1.81079	0.0024069	-0.0024069
5.26736	1.80864	0.0023876	-0.0023876
5.17718	1.80676	0.0023667999999999988	-0.0023667999999999988
5.08696	1.80515	0.002344800000000001	-0.002344800000000001
4.99671	1.80378	0.0023204000000000002	-0.0023204000000000002
4.90643	1.80266	0.002293699999999999	-0.002293699999999999
4.81613	1.80177	0.0022659000000000012	-0.0022659000000000012
4.72581	1.8011	0.0022366000000000018	-0.0022366000000000018
4.63548	1.80066	0.0022048999999999992	-0.0022048999999999992
4.54515	1.80043	0.0021710999999999987	-0.0021710999999999987
4.45481	1.80042	0.0021356999999999973	-0.0021356999999999973
4.36447	1.80063	0.0020978999999999998	-0.0020978999999999998
4.27414	1.80105	0.0020581	-0.0020581
4.18383	1.8017	0.0020166000000000003	-0.0020166000000000003
4.09352	1.80256	0.0019734999999999996	-0.0019734999999999996
4.00324	1.80367	0.0019283000000000008	-0.0019283000000000008
3.91299	1.80501	0.001880800000000002	-0.001880800000000002
3.82277	1.8066	0.0018314999999999998	-0.0018314999999999998
3.73259	1.80845	0.0017816000000000012	-0.0017816000000000012
3.64244	1.81057	0.0017315000000000004	-0.0017315000000000004
3.55235	1.81299	0.0016806000000000008	-0.0016806000000000008
3.46231	1.8157	0.0016289999999999985	-0.0016289999999999985
3.37233	1.81874	0.0015771000000000014	-0.0015771000000000014
3.28242	1.82212	0.001525000000000002	-0.001525000000000002
3.19258	1.82586	0.0014729999999999986	-0.0014729999999999986
3.10282	1.82998	0.001421200000000001	-0.001421200000000001
3.01314	1.8345	0.0013704000000000008	-0.0013704000000000008
2.92356	1.83945	0.001322199999999999	-0.001322199999999999
2.83407	1.84484	0.0012775000000000009	-0.0012775000000000009
2.74469	1.85071	0.0012362999999999992	-0.0012362999999999992
2.65542	1.85707	0.0011993000000000004	-0.0011993000000000004
2.56626	1.86394	0.0011671000000000008	-0.0011671000000000008
2.47722	1.87135	0.0011399000000000027	-0.0011399000000000027
2.3883	1.8793	0.0011183999999999986	-0.0011183999999999986
2.29951	1.88781	0.0011029000000000004	-0.0011029000000000004
2.21084	1.89689	0.0010925999999999991	-0.0010925999999999991
2.1223	1.90654	0.0010878999999999993	-0.0010878999999999993
2.03387	1.91677	0.0010888000000000009	-0.0010888000000000009
1.94557	1.92756	0.0010959999999999998	-0.0010959999999999998
1.85727	1.93891	0.0011085999999999978	-0.0011085999999999978
1.7686	1.95087	0.001125600000000001	-0.001125600000000001
